,Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
0,0,B07CJCGM1M,Casual Backpack,American Tourister,0,0,0,"1,099",4.1,"34,839",52,,1,"34,839",https://m.media-amazon.com/images/I/71VJeH76FCL._AC_UL320_.jpg,Backpack,Casual Backpack,SKU: B07CJCGM1M
1,1,B077RXHGTP,Tommy Travel Gear 24.29 Ltrs Navy Laptop Backpack (TH/BIKOL08CRO),Tommy Hilfiger,0,0,0,"1,319",4.3,262,40,,1,262,https://m.media-amazon.com/images/I/61q5-HLfJAL._UX679_.jpg,Backpack,Tommy Travel Gear 24.29 Ltrs Navy Laptop Backpack (TH/BIKOL08CRO),SKU: B077RXHGTP
2,2,B075MK4TXP,30 Ltrs Black Laptop Backpack (LBPASPIRE0104),Gear,0,0,0,"1,246",4.4,"2,455",57,,1,"2,455",https://m.media-amazon.com/images/I/81EKq7XudPL._AC_UL320_.jpg,Backpack,30 Ltrs Black Laptop Backpack (LBPASPIRE0104),SKU: B075MK4TXP
3,3,B07G4JQX2F,Classic Anti Theft Faux Leather 14 cms Navy Tan Laptop Backpack (LBPCLSLTH0519),Gear,0,0,0,799,4.4,"4,120",60,,1,"4,120",https://m.media-amazon.com/images/I/91pwFRgKanL._AC_UL320_.jpg,Backpack,Classic Anti Theft Faux Leather 14 cms Navy Tan Laptop Backpack (LBPCLSLTH0519),SKU: B07G4JQX2F
4,4,B07YY6PTMN,Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey),MI,0,0,0,899,4.4,"3,079",55,"Saturday, February 19",1,"3,079",https://m.media-amazon.com/images/I/51r5YqOWlyL._AC_UL320_.jpg,Backpack,Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey),SKU: B07YY6PTMN
5,5,B09CNHQ73V,Waterproof Laptop Backpack,OUTBOX,0,0,0,349,4.5,13,73,,0,13,https://m.media-amazon.com/images/I/41-ZuAdIKoL._AC_UL320_.jpg,Backpack,Waterproof Laptop Backpack,SKU: B09CNHQ73V
6,6,B085MHDJ93,35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),Half Moon,0,1,0,639,3.9,"7,837",64,,1,"7,837",https://m.media-amazon.com/images/I/51Te8fDpjaL._AC_UL320_.jpg,Backpack,35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),SKU: B085MHDJ93
7,7,B08YZ5XY31,Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,Lunar's,0,0,0,899,3.9,"4,292",55,,1,"4,292",https://m.media-amazon.com/images/I/71lXgPnZjvL._AC_UL320_.jpg,Backpack,Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,SKU: B08YZ5XY31
8,8,B09B28TKLG,"Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue, L (QUILL19CBBLU)",Safari,0,0,0,829,4.0,141,71,,1,141,https://m.media-amazon.com/images/I/61TWJaaUMtL._UX522_.jpg,Backpack,"Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue, L (QUILL19CBBLU)",SKU: B09B28TKLG
9,9,B085S444JV,"Wesley Milestone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, Charcoal Black",Wesley,0,0,0,578,4.3,"4,908",52,"Wednesday, February 16",1,"4,908",https://m.media-amazon.com/images/I/41rIpA+VoPL._SY300_SX300_.jpg,Backpack,"Wesley Milestone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, Charcoal Black",SKU: B085S444JV
10,10,B09LMDYFXB,Northzone Anti-Theft Water Resistant Computer USB Charging Port Lightweight Laptop Backpack Bag Fitting 15.6-inch Laptops Tablets,NORTH ZONE,0,0,0,449,3.8,24,72,,0,24,https://m.media-amazon.com/images/I/61jMghlHJWL._AC_UL320_.jpg,Backpack,Northzone Anti-Theft Water Resistant Computer USB Charging Port Lightweight Laptop Backpack Bag Fitting 15.6-inch Laptops Tablets,SKU: B09LMDYFXB
11,11,B09B26MB5M,"Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",Safari,0,0,0,559,4.1,206,72,,1,206,https://m.media-amazon.com/images/I/61bXaYXvHVL._UX522_.jpg,Backpack,"Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",SKU: B09B26MB5M
12,12,B079DDT65R,44 Ltrs Casual Backpack (11629-Wolf_Black),Wildcraft,0,0,0,"1,428",4.3,"3,984",25,,1,"3,984",https://m.media-amazon.com/images/I/41Fz+sra7xL._AC_UL320_.jpg,Backpack,44 Ltrs Casual Backpack (11629-Wolf_Black),SKU: B079DDT65R
13,13,B078S7GB96,30 Ltrs Laptop Backpack,POLICE,0,0,0,"1,499",4.3,"3,271",64,,1,"3,271",https://m.media-amazon.com/images/I/91495xMfkcL._AC_UL320_.jpg,Backpack,30 Ltrs Laptop Backpack,SKU: B078S7GB96
14,14,B089QB6D7B,Slope Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack (Black),Arctic Fox,0,0,0,"1,499",4.6,758,25,,1,758,https://m.media-amazon.com/images/I/61y5mUKvMdL._AC_UL320_.jpg,Backpack,Slope Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack (Black),SKU: B089QB6D7B
15,15,B081P213WR,"by HMI 21 ltrs 16 Inch Classic Laptop Backpack with YKK Zippers, N.Blue",QIPS,0,0,0,499,4.1,951,50,,1,951,https://m.media-amazon.com/images/I/814abu6y8LL._AC_UL320_.jpg,Backpack,"by HMI 21 ltrs 16 Inch Classic Laptop Backpack with YKK Zippers, N.Blue",SKU: B081P213WR
16,16,B09B26TVPM,Hexa 21 Ltrs Water Resistant Backpack,Safari,0,0,0,559,4.1,69,72,,1,69,https://m.media-amazon.com/images/I/61hSMSclCFL._UX679_.jpg,Backpack,Hexa 21 Ltrs Water Resistant Backpack,SKU: B09B26TVPM
17,17,B07BZ5VC4H,45 Ltrs Black Large/Travel/Office Laptop Backpack (Seek 45L 21 OB BLK),Safari,0,0,0,"2,599",4.5,"2,629",49,,1,"2,629",https://m.media-amazon.com/images/I/61odaW2PSyL._AC_UL320_.jpg,Backpack,45 Ltrs Black Large/Travel/Office Laptop Backpack (Seek 45L 21 OB BLK),SKU: B07BZ5VC4H
18,18,B08Z1HHHTD,Brat Black 46 Cms Casual Backpack,Skybags,0,0,0,599,4.2,"1,103",70,,1,"1,103",https://m.media-amazon.com/images/I/810s53kR8tL._AC_UL320_.jpg,Backpack,Brat Black 46 Cms Casual Backpack,SKU: B08Z1HHHTD
19,19,B09QJ7ZF2Y,"Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag , office bag , college bag ( LEGEND )",TRUE HUMAN,0,0,0,685,4.5,6,67,,1,6,https://m.media-amazon.com/images/I/51DVNSbWIRL._AC_UL320_.jpg,Backpack,"Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag , office bag , college bag ( LEGEND )",SKU: B09QJ7ZF2Y
20,20,B07CGLDV2C,Casual Backpack,American Tourister,0,0,0,"1,370",4.1,"8,895",47,,1,"8,895",https://m.media-amazon.com/images/I/81KEKEDFUcL._UY550_.jpg,Backpack,Casual Backpack,SKU: B07CGLDV2C
21,21,B019FBEJCO,Campus 8 Backpack Green- Grey (BKPCAMPS80304),Gear,0,0,0,649,4.1,619,50,,1,619,https://m.media-amazon.com/images/I/91YVwfV7b1L._AC_UL320_.jpg,Backpack,Campus 8 Backpack Green- Grey (BKPCAMPS80304),SKU: B019FBEJCO
22,22,B09B26VHXV,"Flash Casual Backpack, 26 ltr Water Resistant Travel Bags, Blue Light Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",Safari,0,0,0,753,4.0,366,71,,1,366,https://m.media-amazon.com/images/I/61C+07k-y1L._UX522_.jpg,Backpack,"Flash Casual Backpack, 26 ltr Water Resistant Travel Bags, Blue Light Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",SKU: B09B26VHXV
23,23,B07G6RQ1L2,45 Ltrs Men & Women Backpack (Black),Aristocrat,0,0,0,"1,490",4.1,280,56,,0,280,https://m.media-amazon.com/images/I/51H9OC1K4zL._AC_UL320_.jpg,Backpack,45 Ltrs Men & Women Backpack (Black),SKU: B07G6RQ1L2
24,24,B097KDRZ67,"Turbo 45 Ltrs Expandable Travel Laptop Backpack with RainCover (Grey-Black), One Size (TLPTURBO00401)",Gear,0,0,0,"1,995",4.6,113,64,,1,113,https://m.media-amazon.com/images/I/71XJ4ZmZYhL._AC_UL320_.jpg,Backpack,"Turbo 45 Ltrs Expandable Travel Laptop Backpack with RainCover (Grey-Black), One Size (TLPTURBO00401)",SKU: B097KDRZ67
25,25,B07XPQ7ZTS,Unisex teamGOAL 23 Backpack Red- Black X,Puma,0,0,0,442,4.1,109,66,,0,109,https://m.media-amazon.com/images/I/91RmQrNcc6L._AC_UL320_.jpg,Backpack,Unisex teamGOAL 23 Backpack Red- Black X,SKU: B07XPQ7ZTS
26,26,B07V9Z58QL,Copa Grey Casual Backpack (FU9 (0) 08 001),American Tourister,0,0,0,805,4.2,"1,686",50,,1,"1,686",https://m.media-amazon.com/images/I/91IIh+4X8lL._AC_UL320_.jpg,Backpack,Copa Grey Casual Backpack (FU9 (0) 08 001),SKU: B07V9Z58QL
27,27,B08RB5QDJT,Anti Theft Hard-Shell Laptop Backpack with USB Charging Port,FUR JADEN,0,0,0,"1,699",4.1,65,43,,1,65,https://m.media-amazon.com/images/I/81-+i7vC+5L._UX522_.jpg,Backpack,Anti Theft Hard-Shell Laptop Backpack with USB Charging Port,SKU: B08RB5QDJT
28,28,B07F1157TV,Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),F Gear,0,0,0,792,4.2,"2,189",60,,1,"2,189",https://m.media-amazon.com/images/I/81FAgzxWLoL._UY550_.jpg,Backpack,Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),SKU: B07F1157TV
29,29,B07XSTR69N,"48 cms Black Formal/Office/Laptop Backpack with Anti-Theft, Lock, USB and RFID (VAULT19CBBLK)",Safari,0,0,0,"1,329",4.1,538,67,,1,538,https://m.media-amazon.com/images/I/81hF2cHrNAS._UX679_.jpg,Backpack,"48 cms Black Formal/Office/Laptop Backpack with Anti-Theft, Lock, USB and RFID (VAULT19CBBLK)",SKU: B07XSTR69N
30,30,B09CGZ2W28,55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Polyester Navy),Half Moon,0,0,0,849,4.2,218,55,,1,218,https://m.media-amazon.com/images/I/81UAdO9RtmL._AC_UL320_.jpg,Backpack,55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Polyester Navy),SKU: B09CGZ2W28
31,31,B09B26T7KQ,"Sheild 26 Ltrs Water Resistant Casual Backpack - Blue, L (SHEILD19CBBLU)",Safari,0,0,0,659,3.9,107,75,,1,107,https://m.media-amazon.com/images/I/61feoAedZJL._UX522_.jpg,Backpack,"Sheild 26 Ltrs Water Resistant Casual Backpack - Blue, L (SHEILD19CBBLU)",SKU: B09B26T7KQ
32,32,B09QM9N1B3,30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,Half Moon,0,0,0,499,2.0,1,72,,1,1,https://m.media-amazon.com/images/I/916pJFRDRyL._AC_UL320_.jpg,Backpack,30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,SKU: B09QM9N1B3
33,33,B0100BCHO0,"Women's Backpack Handbags (Cmd176, Beige Rose Print)",CRAFTS MY DREAM,0,0,0,699,4.3,"1,926",36,,1,"1,926",https://m.media-amazon.com/images/I/51K53b29PQL._AC_UL320_.jpg,Backpack,"Women's Backpack Handbags (Cmd176, Beige Rose Print)",SKU: B0100BCHO0
34,34,B081GSQ9D9,"Vintage 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women, stylish & durable, made with Leatherette, 1 year warranty - Black",POLESTAR,0,0,0,658,4.1,"4,896",67,,0,"4,896",https://m.media-amazon.com/images/I/816MzAt7NjL._AC_UL320_.jpg,Backpack,"Vintage 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women, stylish & durable, made with Leatherette, 1 year warranty - Black",SKU: B081GSQ9D9
35,35,B06XD713N9,35 Ltrs Black and Mel Backpack (WC 5 Dare),Wildcraft,0,0,0,"1,500",4.5,"1,084",25,,1,"1,084",https://m.media-amazon.com/images/I/A1IfT-fxSCL._AC_UL320_.jpg,Backpack,35 Ltrs Black and Mel Backpack (WC 5 Dare),SKU: B06XD713N9
36,36,B09B2581S9,"Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",Safari,0,0,0,829,3.9,223,71,,1,223,https://m.media-amazon.com/images/I/61QN35aYQsL._UX679_.jpg,Backpack,"Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",SKU: B09B2581S9
37,37,B08D75QQVZ,Bomber Eco Statement 22 Ltrs India.Ink-Black Casual Backpack (BKPECOSNT5201),Gear,0,0,0,520,4.0,394,74,,1,394,https://m.media-amazon.com/images/I/6104+94E51L._AC_UL320_.jpg,Backpack,Bomber Eco Statement 22 Ltrs India.Ink-Black Casual Backpack (BKPECOSNT5201),SKU: B08D75QQVZ
38,38,B07F3X45WZ,Light Weight Laptop Backpack 32 Ltrs,ADISA,0,0,0,501,4.0,"3,955",72,,1,"3,955",https://m.media-amazon.com/images/I/61lIZLyw28L._AC_UL320_.jpg,Backpack,Light Weight Laptop Backpack 32 Ltrs,SKU: B07F3X45WZ
39,39,B07N1D9LX8,35 Ltrs 18 inch Backpack (11908 Navy_Navy),Wildcraft,0,0,0,"1,088",4.1,353,16,,0,353,https://m.media-amazon.com/images/I/61R11t0oV9L._AC_UL320_.jpg,Backpack,35 Ltrs 18 inch Backpack (11908 Navy_Navy),SKU: B07N1D9LX8
40,40,B07KM9VSJW,"25 Ltrs Black/Black/White Casual Backpack (BA6124-013), Medium",Nike,0,0,0,"1,957",4.0,49,27,,1,49,https://m.media-amazon.com/images/I/41AeuCnTkLL._SY300_SX300_.jpg,Backpack,"25 Ltrs Black/Black/White Casual Backpack (BA6124-013), Medium",SKU: B07KM9VSJW
41,41,B09MT7WFZ1,VELMORR ENTERPRISES bag Anti Theft Water Repellent 15.6 Inch Laptop Backpack Bag with USB Charging Port (GB-4),Generic,0,0,0,517,5.0,1,48,,0,1,https://m.media-amazon.com/images/I/41+TN9eQKeL.jpg,Backpack,VELMORR ENTERPRISES bag Anti Theft Water Repellent 15.6 Inch Laptop Backpack Bag with USB Charging Port (GB-4),SKU: B09MT7WFZ1
42,42,B07YDGQQN5,"55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",FUR JADEN,0,0,0,799,4.2,"3,884",68,,1,"3,884",https://m.media-amazon.com/images/I/71GxZAYa6UL._AC_UL320_.jpg,Backpack,"55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",SKU: B07YDGQQN5
43,43,B01G5I8YLC,"45 Ltrs Grey and Orange Rucksack (8903338073864), Large",Wildcraft,0,0,0,"1,499",4.3,"6,491",29,,1,"6,491",https://m.media-amazon.com/images/I/91MxFWiAyPL._AC_UL320_.jpg,Backpack,"45 Ltrs Grey and Orange Rucksack (8903338073864), Large",SKU: B01G5I8YLC
44,44,B09NGNYLKF,"Emperor Anti-Theft backpack with combination lock Laptop bag , office bag , college bag ( Zyden )",TRUE HUMAN,0,0,0,625,3.8,87,70,,1,87,https://m.media-amazon.com/images/I/512XJlsRAtL._UX466_.jpg,Backpack,"Emperor Anti-Theft backpack with combination lock Laptop bag , office bag , college bag ( Zyden )",SKU: B09NGNYLKF
45,45,B08Z217HCH,Rager 04 Black 46 Cms Casual Backpack,Skybags,0,0,0,599,3.8,6,54,,1,6,https://m.media-amazon.com/images/I/71vuVfNvc1S._UX679_.jpg,Backpack,Rager 04 Black 46 Cms Casual Backpack,SKU: B08Z217HCH
46,46,B09MHVMTMY,OOL BAG Anti Theft Backpack Bag Hard Case15.6 Inch Laptop Business with USB Charging Port and Water Repellent Bag for Men Women (Black),Comfabie,0,0,0,629,3.1,22,67,,1,22,https://m.media-amazon.com/images/I/31m0L1vsznL._AC_UL320_.jpg,Backpack,OOL BAG Anti Theft Backpack Bag Hard Case15.6 Inch Laptop Business with USB Charging Port and Water Repellent Bag for Men Women (Black),SKU: B09MHVMTMY
47,47,B09QT7CFCN,"55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Trekking Bags for Men Women Boys and Girls with 17 inches Laptop Compartment, Shoe Compartment & Rain Cover",Half Moon,0,0,0,899,5.0,1,64,,1,1,https://m.media-amazon.com/images/I/91ymzT+tE2L._AC_UL320_.jpg,Backpack,"55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Trekking Bags for Men Women Boys and Girls with 17 inches Laptop Compartment, Shoe Compartment & Rain Cover",SKU: B09QT7CFCN
48,48,B084Q21RW6,"AH Arctic Hunter 3 in 1 Expandable from 19L to 32L, Water & Scratch Resistant Backpack fits up to 15.6 inches Laptop, with USB Port,Earphone Port for Business,Travelling for Men & Women. (Black)",ah arctic hunter,0,0,0,"2,999",4.2,33,46,"Wednesday, February 16",1,33,https://m.media-amazon.com/images/I/31-Wgsc3oUS.jpg,Backpack,"AH Arctic Hunter 3 in 1 Expandable from 19L to 32L, Water & Scratch Resistant Backpack fits up to 15.6 inches Laptop, with USB Port,Earphone Port for Business,Travelling for Men & Women. (Black)",SKU: B084Q21RW6
49,49,B089QBD333,Slope Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),Arctic Fox,0,0,0,"1,499",4.7,334,25,,1,334,https://m.media-amazon.com/images/I/61W3XQlsw-L._AC_UL320_.jpg,Backpack,Slope Anti Theft Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),SKU: B089QBD333
50,50,B093Z6ZRT2,"15.6"" Polyester Casual Laptop Bags/Backpack for Men with Adjustable Strap Expendable with 2 Compartments",Touristiano,0,0,0,290,0.0,0,36,,0,"₹290
₹450 Save ₹160 (36%)",https://m.media-amazon.com/images/I/41Z-ONGdc1L._AC_UL320_.jpg,Backpack,"15.6"" Polyester Casual Laptop Bags/Backpack for Men with Adjustable Strap Expendable with 2 Compartments",SKU: B093Z6ZRT2
51,51,B07RKHRZSX,Pu Leather 15.6 inch College USB Laptop Office Backpack Men Women (BP3067),Leather World,0,0,0,799,3.7,56,80,,1,56,https://m.media-amazon.com/images/I/71jD5yxve7L._AC_UL320_.jpg,Backpack,Pu Leather 15.6 inch College USB Laptop Office Backpack Men Women (BP3067),SKU: B07RKHRZSX
52,52,B09HSG6CHN,"Stylish 17.5"" School & College Backpack for Girls",Lavie Sport,0,0,0,949,4.5,2,73,,1,2,https://m.media-amazon.com/images/I/819fe2E2AXL._AC_UL320_.jpg,Backpack,"Stylish 17.5"" School & College Backpack for Girls",SKU: B09HSG6CHN
53,53,B09BMG8R6Y,"Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag (Black)",Veneer,0,0,0,599,4.3,196,63,,1,196,https://m.media-amazon.com/images/I/617R7Q15NXL._AC_UL320_.jpg,Backpack,"Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag (Black)",SKU: B09BMG8R6Y
54,54,B09HXYJB7B,"Laptop Backpack for 15.6"" Made water-repellent and tear resistant materials for men and women .",Lenovo,0,0,0,790,4.3,107,60,,0,107,https://m.media-amazon.com/images/I/51dAwlVzR6L._AC_UL320_.jpg,Backpack,"Laptop Backpack for 15.6"" Made water-repellent and tear resistant materials for men and women .",SKU: B09HXYJB7B
55,55,B07WBXL33C,Women's Backpack (Yellow),CAPRESE,0,0,0,"1,133",4.5,132,75,,1,132,https://m.media-amazon.com/images/I/71Rs7B2eSsL._AC_UL320_.jpg,Backpack,Women's Backpack (Yellow),SKU: B07WBXL33C
56,56,B07Q7CNPMV,15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),Safari,0,0,0,299,4.0,"10,871",63,,0,"10,871",https://m.media-amazon.com/images/I/61kmCas5OCL._AC_UL320_.jpg,Backpack,15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),SKU: B07Q7CNPMV
57,57,B08YR984NY,"35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",Lunar's,0,0,0,849,3.8,465,58,,1,465,https://m.media-amazon.com/images/I/81MwzP6Pe8L._AC_UL320_.jpg,Backpack,"35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",SKU: B08YR984NY
58,58,B0983BM2F7,Medium 30 L Laptop Backpack Anti Theft Faux Leather (Brown),GoldStar,0,0,0,510,3.7,31,74,,1,31,https://m.media-amazon.com/images/I/810prIuPRJS._AC_UL320_.jpg,Backpack,Medium 30 L Laptop Backpack Anti Theft Faux Leather (Brown),SKU: B0983BM2F7
