,Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
184,184,B09CLN8XF4,bag Anti Theft Water Repellent 15.6 Inch Laptop Backpack Bag with USB Charging Port (GB-1),BAGELLO,0,0,0,550,3.3,23,45,,0,23,https://m.media-amazon.com/images/I/41uGuh3+EHL._AC_UL320_.jpg,Backpack,bag Anti Theft Water Repellent 15.6 Inch Laptop Backpack Bag with USB Charging Port (GB-1),SKU: B09CLN8XF4
185,185,B08NYKDDZL,"Unisex's Heritage - 2.0 Backpack, Crimson Tint/Crimson Tint/Dark, One Size', MISC (BA5879)",Nike,0,0,0,"1,409",3.7,13,29,,1,13,https://m.media-amazon.com/images/I/91bE+21FJQL._UY550_.jpg,Backpack,"Unisex's Heritage - 2.0 Backpack, Crimson Tint/Crimson Tint/Dark, One Size', MISC (BA5879)",SKU: B08NYKDDZL
186,186,B07JKPL1BF,Jupiter Small Outdoor Mini Backpack 12L Daypack,KILLER,0,0,0,465,4.0,"5,419",53,,0,"5,419",https://m.media-amazon.com/images/I/61t-OT1n9NS._AC_UL320_.jpg,Backpack,Jupiter Small Outdoor Mini Backpack 12L Daypack,SKU: B07JKPL1BF
187,187,B07MGDK9K2,HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (153-ALL) (Purple),HEROZ,0,0,0,841,4.1,"5,649",59,"Saturday, February 19",0,"5,649",https://m.media-amazon.com/images/I/51cboufLY7L._AC_UL320_.jpg,Backpack,HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (153-ALL) (Purple),SKU: B07MGDK9K2
188,188,B07XKTQN49,"Team Goal 23 Backpack Core, (Electric Blue Lemonade Puma Black)",Puma,0,0,0,649,4.4,82,50,,1,82,https://m.media-amazon.com/images/I/81kQGl0YocL._AC_UL320_.jpg,Backpack,"Team Goal 23 Backpack Core, (Electric Blue Lemonade Puma Black)",SKU: B07XKTQN49
189,189,B09HCMN77M,Zipit Small Outdoor Mini Backpack 11 L Daypack,COSMUS,0,0,0,450,3.7,65,55,,0,65,https://m.media-amazon.com/images/I/61+YBpDHTyL._AC_UL320_.jpg,Backpack,Zipit Small Outdoor Mini Backpack 11 L Daypack,SKU: B09HCMN77M
190,190,B07RC94TG8,"Xplore 55 L Hiking/ Trekking/ Camping/ Travelling Rucksack Backpack with rain cover, shoe compartment, water resistant, made with polyester, 1 year warranty",POLESTAR,0,0,0,956,4.1,"8,542",68,,0,"8,542",https://m.media-amazon.com/images/I/91t9Nn-1fxL._AC_UL320_.jpg,Backpack,"Xplore 55 L Hiking/ Trekking/ Camping/ Travelling Rucksack Backpack with rain cover, shoe compartment, water resistant, made with polyester, 1 year warranty",SKU: B07RC94TG8
191,191,B09B58WF21,Killer Jupiter20 Medium Size Daily use 20 Litre Backpack,COSMUS,0,0,0,545,3.8,55,61,,1,55,https://m.media-amazon.com/images/I/61NV1btBHML._UY550_.jpg,Backpack,Killer Jupiter20 Medium Size Daily use 20 Litre Backpack,SKU: B09B58WF21
192,192,B09QQ494GJ,Bowknot Kitty Printed Backpack For Women and Girls (BV_1306_Black),Bizanne Fashion,0,0,0,399,0.0,0,56,,0,"₹399
₹899 Save ₹500 (56%)",https://m.media-amazon.com/images/I/61BT2dL22pL._AC_UL320_.jpg,Backpack,Bowknot Kitty Printed Backpack For Women and Girls (BV_1306_Black),SKU: B09QQ494GJ
193,193,B09B27B1Q6,"HiTech 35 Ltrs Water Resistant Backpack - Blue, L (HITECH19CBBLU)",Safari,0,0,0,939,4.1,232,69,,1,232,https://m.media-amazon.com/images/I/71hNHEiIfYL._UX522_.jpg,Backpack,"HiTech 35 Ltrs Water Resistant Backpack - Blue, L (HITECH19CBBLU)",SKU: B09B27B1Q6
194,194,B07ZJ7CJVL,Wiki 1 Future Backpack Navy (11950 Navy),Wildcraft,0,0,0,"1,099",4.4,239,8,,1,239,https://m.media-amazon.com/images/I/71kkL4ChLML._SY450_.jpg,Backpack,Wiki 1 Future Backpack Navy (11950 Navy),SKU: B07ZJ7CJVL
195,195,B07ZJ5XF62,Wiki 2 Character Backpack Yellow (11953 Yellow),Wildcraft,0,0,0,983,4.2,63,30,,1,63,https://m.media-amazon.com/images/I/71NM-VqtRbL._AC_UL320_.jpg,Backpack,Wiki 2 Character Backpack Yellow (11953 Yellow),SKU: B07ZJ5XF62
196,196,B09GH3RSM8,34 Ltrs Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students (18 Inch) ( Single red-04),DEfANZO,0,0,0,339,3.5,14,52,,1,14,https://m.media-amazon.com/images/I/6106K4Is9sL._AC_UL320_.jpg,Backpack,34 Ltrs Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students (18 Inch) ( Single red-04),SKU: B09GH3RSM8
197,197,B07G4HH78P,Vintage2 Anti Theft Faux Leather 18 Inch/48 cms Navy Blue Black 28Ltr Laptop Backpack (LBPVG2LTH0501),Gear,0,0,0,789,4.4,"2,119",64,,1,"2,119",https://m.media-amazon.com/images/I/91VmSIbpHfL._AC_UL320_.jpg,Backpack,Vintage2 Anti Theft Faux Leather 18 Inch/48 cms Navy Blue Black 28Ltr Laptop Backpack (LBPVG2LTH0501),SKU: B07G4HH78P
198,198,B07JKRRN9N,Galaxy Small Outdoor Polyester 11 L Mini Daypack Backpack (Camo),KILLER,0,0,0,440,3.6,86,56,,0,86,https://m.media-amazon.com/images/I/611ymEj-vHS._UY550_.jpg,Backpack,Galaxy Small Outdoor Polyester 11 L Mini Daypack Backpack (Camo),SKU: B07JKRRN9N
199,199,B07Q321QDM,46 cms Turquoise Blue Laptop/Casual/School/College Backpack (WANDERER19CBTBU),Safari,0,0,0,889,4.1,90,74,,1,90,https://m.media-amazon.com/images/I/91-tfvkeJiL._AC_UL320_.jpg,Backpack,46 cms Turquoise Blue Laptop/Casual/School/College Backpack (WANDERER19CBTBU),SKU: B07Q321QDM
200,200,B08D54HMS3,Blue Tree Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (New Butterfly),Blue Tree,0,0,0,299,0.0,0,57,"Saturday, February 19",1,"₹299
₹699 Save ₹400 (57%)",https://m.media-amazon.com/images/I/616GEFxdxIL._AC_UL320_.jpg,Backpack,Blue Tree Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (New Butterfly),SKU: B08D54HMS3
201,201,B074G4455S,"Hero 32 L Casual/ School/ College/ Day light weight Backpack, suitable for girls, boys, women & men, stylish & durable, made with polyester, 1 year warranty - Green & Black",POLESTAR,0,0,0,585,3.9,525,41,,1,525,https://m.media-amazon.com/images/I/61xCi2AH1tL._AC_UL320_.jpg,Backpack,"Hero 32 L Casual/ School/ College/ Day light weight Backpack, suitable for girls, boys, women & men, stylish & durable, made with polyester, 1 year warranty - Green & Black",SKU: B074G4455S
202,202,B09RFJ7FHV,15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-0017),Pagwin,0,0,0,349,0.0,0,77,,0,"₹349
₹1,499 Save ₹1,150 (77%)",https://m.media-amazon.com/images/I/61U4groKg3L._UX522_.jpg,Backpack,15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-0017),SKU: B09RFJ7FHV
203,203,B073X3QGJP,BRISK Polyester 21.5cm Grey Laptop Backpack (Brisk),Safari,0,0,0,"1,049",3.9,461,61,,1,461,https://m.media-amazon.com/images/I/71bX9XQceyL._AC_UL320_.jpg,Backpack,BRISK Polyester 21.5cm Grey Laptop Backpack (Brisk),SKU: B073X3QGJP
204,204,B077NZJ5XZ,Atomic Dx 3 Compartment Large Laptop Bag Polyester Laptop Backpack,COSMUS,0,0,0,"1,529",4.4,"3,607",39,,1,"3,607",https://m.media-amazon.com/images/I/81fApue+UdL._AC_UL320_.jpg,Backpack,Atomic Dx 3 Compartment Large Laptop Bag Polyester Laptop Backpack,SKU: B077NZJ5XZ
205,205,B07N65NHWY,Jazz Nxt 01 Red Grey Casual Backpack,American Tourister,0,0,0,"1,399",4.0,9,35,,1,9,https://m.media-amazon.com/images/I/616SlPmydML._UX522_.jpg,Backpack,Jazz Nxt 01 Red Grey Casual Backpack,SKU: B07N65NHWY
206,206,B09GG53CSL,35 L Waterproof 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Rain Cover (Grey),Half Moon,0,0,0,639,4.3,36,64,,1,36,https://m.media-amazon.com/images/I/71iEbI+TnPL._AC_UL320_.jpg,Backpack,35 L Waterproof 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Rain Cover (Grey),SKU: B09GG53CSL
207,207,B09R2H59NL,"Laptop Backpack 13/14/15.6 Inch,Business Slim Durable Laptops Travel Backpacks with USB Charging Port, College School Computer Bag Gifts for Men and Women Fits Notebook (Grey)",Comfabie,0,0,0,649,0.0,0,68,,1,"₹649
₹1,999 Save ₹1,350 (68%)",https://m.media-amazon.com/images/I/51ifSSqczIL._AC_UL320_.jpg,Backpack,"Laptop Backpack 13/14/15.6 Inch,Business Slim Durable Laptops Travel Backpacks with USB Charging Port, College School Computer Bag Gifts for Men and Women Fits Notebook (Grey)",SKU: B09R2H59NL
208,208,B019HA8AYG,Carryon Backpack Black- Blue (BKPCARYON0110),Gear,0,0,0,194,3.7,"3,405",0,,0,"3,405",https://m.media-amazon.com/images/I/81KHT04JtvL._AC_UL320_.jpg,Backpack,Carryon Backpack Black- Blue (BKPCARYON0110),SKU: B019HA8AYG
209,209,B08ZK1H575,Women's Backpack (Plum),CAPRESE,0,0,0,939,4.5,2,73,,1,2,https://m.media-amazon.com/images/I/81VSxyt5JlL._UY625_.jpg,Backpack,Women's Backpack (Plum),SKU: B08ZK1H575
210,210,B07STJF2BP,"New Neon 30 L Backpack (Green), Free Size (BPNNE15HSGN)",Skybags,0,0,0,"1,469",3.8,54,26,,1,54,https://m.media-amazon.com/images/I/61HGG8tjliL._AC_UL320_.jpg,Backpack,"New Neon 30 L Backpack (Green), Free Size (BPNNE15HSGN)",SKU: B07STJF2BP
211,211,B07G4D13LB,Classic Anti Theft Faux Leather 14 cms Black Laptop Backpack (LBPCLSLTH0101),Gear,0,0,0,789,4.5,"1,740",61,,1,"1,740",https://m.media-amazon.com/images/I/91AkiETyGLL._AC_UL320_.jpg,Backpack,Classic Anti Theft Faux Leather 14 cms Black Laptop Backpack (LBPCLSLTH0101),SKU: B07G4D13LB
212,212,B08538JZP8,"Cute Style Female Student Oxford Waterproof Anti Thief School Bags Backpack Girls Daily Backpack Sling Bag (PG-0117, Grey)",Pagwin,0,0,0,327,3.7,"1,970",67,,0,"1,970",https://m.media-amazon.com/images/I/61zIp+GR2BL._AC_UL320_.jpg,Backpack,"Cute Style Female Student Oxford Waterproof Anti Thief School Bags Backpack Girls Daily Backpack Sling Bag (PG-0117, Grey)",SKU: B08538JZP8
213,213,B07QJ96J2H,12.6 inch Girls & Women Backpack,MOCA,0,0,0,899,3.9,"1,052",55,,1,"1,052",https://m.media-amazon.com/images/I/61wV7SPkFpL._AC_UL320_.jpg,Backpack,12.6 inch Girls & Women Backpack,SKU: B07QJ96J2H
214,214,B00TTZU0QG,"NHL Boston Bruins DraftDay Backpack, 18-Inch, Black",NHL,0,0,0,0,0.0,0,0,,0,Concept 1,https://m.media-amazon.com/images/I/71CpvFtFQLL._AC_UL320_.jpg,Backpack,"NHL Boston Bruins DraftDay Backpack, 18-Inch, Black",SKU: B00TTZU0QG
215,215,B08ZM79BZ1,"NK UTILITY HEAT BKPK MENS ,Brown ,MISC, LT OREWOOD BRN/E",Nike,0,0,0,"2,409",4.6,47,40,,1,47,https://m.media-amazon.com/images/I/5135FVtJqAS._UX522_.jpg,Backpack,"NK UTILITY HEAT BKPK MENS ,Brown ,MISC, LT OREWOOD BRN/E",SKU: B08ZM79BZ1
216,216,B07RXK67J7,"Azrel 15.6 Inch 20 Litre Laptop Backpack, Quick Access/Bottle Pocket, Theft and Pickpocketing Protection, Water Repellent Fabric (Green)",Gods,0,0,0,"1,999",4.1,107,20,,1,107,https://m.media-amazon.com/images/I/61lSoNUOKAL._AC_UL320_.jpg,Backpack,"Azrel 15.6 Inch 20 Litre Laptop Backpack, Quick Access/Bottle Pocket, Theft and Pickpocketing Protection, Water Repellent Fabric (Green)",SKU: B07RXK67J7
217,217,B07NPP2FLW,Faux Leather Laptop Backpack for Men and Women for 15.6 Inch Laptops,The Clownfish,0,0,0,999,4.3,"1,761",67,,1,"1,761",https://m.media-amazon.com/images/I/81SCIDGW7SL._UX522_.jpg,Backpack,Faux Leather Laptop Backpack for Men and Women for 15.6 Inch Laptops,SKU: B07NPP2FLW
218,218,B07MCRFH6N,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Navy Blue),HEROZ,0,0,0,"1,345",4.3,"5,549",58,"Saturday, February 19",1,"5,549",https://m.media-amazon.com/images/I/71JH9vzk+lL._AC_UL320_.jpg,Backpack,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Navy Blue),SKU: B07MCRFH6N
219,219,B09RG9P12D,18 inch 35 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-009),Pagwin,0,0,0,699,0.0,0,53,,0,"₹699
₹1,499 Save ₹800 (53%)",https://m.media-amazon.com/images/I/61OW6AtIGML._AC_UL320_.jpg,Backpack,18 inch 35 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-009),SKU: B09RG9P12D
220,220,B08Z24TXTD,Rager 04 Deep Black 46 Cms Casual Backpack,Skybags,0,0,0,599,3.4,12,54,,1,12,https://m.media-amazon.com/images/I/71vuVfNvc1S._UX522_.jpg,Backpack,Rager 04 Deep Black 46 Cms Casual Backpack,SKU: B08Z24TXTD
221,221,B09PVDFQHH,Girl's Nylon Travel Waterproof Anti Theft Backpack With Shoulder Strap (Multi Color),Inovera,0,0,0,867,4.2,8,42,,1,8,https://m.media-amazon.com/images/I/51DVFgXAU8S._AC_UL320_.jpg,Backpack,Girl's Nylon Travel Waterproof Anti Theft Backpack With Shoulder Strap (Multi Color),SKU: B09PVDFQHH
222,222,B00Z93UDQ4,22 cms Black and Red Casual Backpack (BKPAXIS000109),Gear,0,0,0,699,4.4,16,50,,1,16,https://m.media-amazon.com/images/I/91hNxPppJ2L._SY879_.jpg,Backpack,22 cms Black and Red Casual Backpack (BKPAXIS000109),SKU: B00Z93UDQ4
223,223,B07N8PMDJV,29 Ltrs Grey Laptop Backpack (TH/ANDROIDLAP07),Tommy Hilfiger,0,0,0,"1,918",4.1,140,42,,1,140,https://m.media-amazon.com/images/I/61DF2YEkIcL._AC_UL320_.jpg,Backpack,29 Ltrs Grey Laptop Backpack (TH/ANDROIDLAP07),SKU: B07N8PMDJV
224,224,B08ZK1KFVJ,Women's Backpack (Black),CAPRESE,0,0,0,727,5.0,3,76,,1,3,https://m.media-amazon.com/images/I/61-hoSl0ViS._AC_UL320_.jpg,Backpack,Women's Backpack (Black),SKU: B08ZK1KFVJ
225,225,B08R65PRVZ,Fashion Girls 3-PCS Fashion Cute Mini Leather Backpack Sling Bag & Pouch Set for Women,Bellina,0,0,0,449,3.9,88,65,,0,88,https://m.media-amazon.com/images/I/4118crh3icL._AC_UL320_.jpg,Backpack,Fashion Girls 3-PCS Fashion Cute Mini Leather Backpack Sling Bag & Pouch Set for Women,SKU: B08R65PRVZ
226,226,B08T7TH5RP,"Women’s Girls Fashion PU Leather Mini Casual Backpack Bags For School, College, Tuition, office With Small Pocket Keychain (Grey)",Sleema Fashion,0,0,0,327,3.5,145,67,,1,145,https://m.media-amazon.com/images/I/41SZdj3UJML._AC_UL320_.jpg,Backpack,"Women’s Girls Fashion PU Leather Mini Casual Backpack Bags For School, College, Tuition, office With Small Pocket Keychain (Grey)",SKU: B08T7TH5RP
227,227,B07JLTTDVB,Ripon Trendy Stylish Waterproof Canvas Casual Laptop Backpack,KILLER,0,0,0,"1,310",4.3,271,53,,1,271,https://m.media-amazon.com/images/I/81JhgvqriTL._UY679_.jpg,Backpack,Ripon Trendy Stylish Waterproof Canvas Casual Laptop Backpack,SKU: B07JLTTDVB
228,228,B07J46KLFP,"15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",FUR JADEN,0,0,0,499,3.9,"7,314",75,,1,"7,314",https://m.media-amazon.com/images/I/91t9Nn-1fxL._AC_UL320_.jpg,Backpack,"15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",SKU: B07J46KLFP
229,229,B084JVCB4L,"HP NB Bundle Backpack with with Accessible Pockets and Dedicated Padded Compartment for Laptops and Notebooks up to 15.6 inch (W3Z70PA), Dark Blue, L",HP,0,0,0,"1,790",4.2,90,1,"Wednesday, February 16",1,90,https://m.media-amazon.com/images/I/616aYKCHLpS._SY355_.jpg,Backpack,"HP NB Bundle Backpack with with Accessible Pockets and Dedicated Padded Compartment for Laptops and Notebooks up to 15.6 inch (W3Z70PA), Dark Blue, L",SKU: B084JVCB4L
230,230,B09DLDHVXQ,Women's Misty Backpack-Ladies Handbag (D. Pink),Lavie,0,0,0,"1,349",0.0,0,61,,1,"₹1,349
₹3,499 Save ₹2,150 (61%)",https://m.media-amazon.com/images/I/81drbxI2l9L._UY575_.jpg,Backpack,Women's Misty Backpack-Ladies Handbag (D. Pink),SKU: B09DLDHVXQ
231,231,B0836LLCXL,Wildcraft 29.5 Ltrs Pack 3 Canvas Black Casual Backpack (12252_Canvas_Black)(HxWxD : 18.5x13x7.5)(inches),Wiki,0,0,0,"1,540",4.3,12,21,,1,12,https://m.media-amazon.com/images/I/71qHRQGpX0L._AC_UL320_.jpg,Backpack,Wildcraft 29.5 Ltrs Pack 3 Canvas Black Casual Backpack (12252_Canvas_Black)(HxWxD : 18.5x13x7.5)(inches),SKU: B0836LLCXL
232,232,B09CNZXHJD,Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook,Tracker,0,0,0,999,4.1,113,71,,1,113,https://m.media-amazon.com/images/I/71sFKxjQyOL._SX425_.jpg,Backpack,Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook,SKU: B09CNZXHJD
233,233,B08PKP7H8K,Cotton Backpack Medium Size,ASTRID,0,0,0,599,4.1,16,54,,1,16,https://m.media-amazon.com/images/I/51F68Yd4ovL._AC_UL320_.jpg,Backpack,Cotton Backpack Medium Size,SKU: B08PKP7H8K
234,234,B088X24HWW,Tactical Sling Bag Chest Pack Backpack Hiking Daypack Men Women,ELECTOMANIA,0,0,0,796,3.9,113,20,,1,113,https://m.media-amazon.com/images/I/61Z-1ev6rpL._AC_UL320_.jpg,Backpack,Tactical Sling Bag Chest Pack Backpack Hiking Daypack Men Women,SKU: B088X24HWW
235,235,B08WJBGNS1,Laptop Waterproof Casual Travel bagpack/School Backpack Bag (Black),Hi-Guys,0,0,0,349,3.8,19,65,,1,19,https://m.media-amazon.com/images/I/71HW7znNQDS._AC_UL320_.jpg,Backpack,Laptop Waterproof Casual Travel bagpack/School Backpack Bag (Black),SKU: B08WJBGNS1
236,236,B07G44G1DC,Vintage2 Anti Theft Faux Leather 28 Ltrs Black Laptop Backpack (LBPVG2LTH0101),Gear,0,0,0,809,4.4,978,63,,1,978,https://m.media-amazon.com/images/I/915EZvywT4L._AC_UL320_.jpg,Backpack,Vintage2 Anti Theft Faux Leather 28 Ltrs Black Laptop Backpack (LBPVG2LTH0101),SKU: B07G44G1DC
237,237,B083QSC5QQ,Polyester 24 cms Multicolor School Backpack (BTS-7111),Peppa Pig,0,0,0,631,4.0,4,37,,1,4,https://m.media-amazon.com/images/I/81O6BwVvWSL._SY450_.jpg,Backpack,Polyester 24 cms Multicolor School Backpack (BTS-7111),SKU: B083QSC5QQ
238,238,B089Q9TM16,Arctic Fox New Anti-Theft Alarm Zipper System Backpack with USB Charging Port 15 Inch Laptop Backpack (Camo Black),Arctic Fox,0,0,0,"2,099",4.5,162,25,,1,162,https://m.media-amazon.com/images/I/614ZmGuLVqL._AC_UL320_.jpg,Backpack,Arctic Fox New Anti-Theft Alarm Zipper System Backpack with USB Charging Port 15 Inch Laptop Backpack (Camo Black),SKU: B089Q9TM16
239,239,B08PQG2688,"Unisex Backpack for School, Travelling and Daily uses",Paradox,0,0,0,599,3.5,10,70,,1,10,https://m.media-amazon.com/images/I/81DrimpaLwL._AC_UL320_.jpg,Backpack,"Unisex Backpack for School, Travelling and Daily uses",SKU: B08PQG2688
240,240,B09J1DNR3M,Pu Leather Preppy Style Women Backpack,TYPIFY,0,0,0,501,3.5,289,71,,1,289,https://m.media-amazon.com/images/I/51lrN7ggm1S._AC_UL320_.jpg,Backpack,Pu Leather Preppy Style Women Backpack,SKU: B09J1DNR3M
241,241,B07P6CNKHV,"Bags Delta 39 L Polyester Navy Blue 15.6"" inch Laptop Backpack | Office, Travel and Casual Laptop Bag",HARISSONS,0,0,0,"1,999",4.3,979,29,,1,979,https://m.media-amazon.com/images/I/71iSRWClWlL._AC_UL320_.jpg,Backpack,"Bags Delta 39 L Polyester Navy Blue 15.6"" inch Laptop Backpack | Office, Travel and Casual Laptop Bag",SKU: B07P6CNKHV
242,242,B07D5QZ76G,PUMA Phase Backpack Limoges,PUMA,0,0,0,709,4.3,532,45,,1,532,https://m.media-amazon.com/images/I/818x-JfFkeL._AC_UL320_.jpg,Backpack,PUMA Phase Backpack Limoges,SKU: B07D5QZ76G
243,243,B07G13F54G,Iris 23 LTR Laptop Backpack for 14 inch Laptop - Blue Series,EUME,0,0,0,"1,809",4.0,85,65,,0,85,https://m.media-amazon.com/images/I/91tw0O4x0fS._UX522_.jpg,Backpack,Iris 23 LTR Laptop Backpack for 14 inch Laptop - Blue Series,SKU: B07G13F54G
244,244,B07RFDC5FL,"GODS Zarc Anti-Theft 15.6 inch Laptop Backpack, Cable Organiser, Sunglass Pocket, Water Repellant, Imported YKK Zipper, 180 Degree Rear Opens Like a Suitcase, (Black)",Gods,0,0,0,"2,099",4.4,561,13,,1,561,https://m.media-amazon.com/images/I/61wqDNv18cL._AC_UL320_.jpg,Backpack,"GODS Zarc Anti-Theft 15.6 inch Laptop Backpack, Cable Organiser, Sunglass Pocket, Water Repellant, Imported YKK Zipper, 180 Degree Rear Opens Like a Suitcase, (Black)",SKU: B07RFDC5FL
