,Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
245,245,B07NSBSV2Y,15 Ltrs Cherry Red Casual/School/College Backpack (DAYPACKNEO15CBCRE),Safari,0,0,0,299,4.1,"3,238",63,,0,"3,238",https://m.media-amazon.com/images/I/61XKKuQok2L._AC_UL320_.jpg,Backpack,15 Ltrs Cherry Red Casual/School/College Backpack (DAYPACKNEO15CBCRE),SKU: B07NSBSV2Y
246,246,B09CZBK2ZV,Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),DZert,0,0,0,239,3.8,"2,689",78,,0,"2,689",https://m.media-amazon.com/images/I/61MCGmS6F8L._AC_UL320_.jpg,Backpack,Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),SKU: B09CZBK2ZV
247,247,B08WLYHMB6,"Classic Backpack for 14 Inch Laptop with Padded Shoulder Strap (CRXL5211, Grey & Red)",CROMA,0,0,0,699,3.7,13,53,,1,13,https://m.media-amazon.com/images/I/91NrPfGlvDL._AC_UL320_.jpg,Backpack,"Classic Backpack for 14 Inch Laptop with Padded Shoulder Strap (CRXL5211, Grey & Red)",SKU: B08WLYHMB6
248,248,B07QS31P59,Day Pixel Polyester 22 Ltrs Mini Casual/School/College Backpack for Men and Women (Teal Green 1),EUME,0,0,0,672,3.7,24,46,,1,24,https://m.media-amazon.com/images/I/91mzK1nMpnL._AC_UL320_.jpg,Backpack,Day Pixel Polyester 22 Ltrs Mini Casual/School/College Backpack for Men and Women (Teal Green 1),SKU: B07QS31P59
249,249,B09NJM7NWM,WorldCare® red12L Bicycle Bags Mountain Climbing Camping Cycling Riding Bike Outdoor Equipment Backpack Men Women Waterproof Climbing Bags,Generic,0,0,0,0,0.0,0,0,,0,,https://m.media-amazon.com/images/I/512DwMwev+L._AC_UL320_.jpg,Backpack,WorldCare® red12L Bicycle Bags Mountain Climbing Camping Cycling Riding Bike Outdoor Equipment Backpack Men Women Waterproof Climbing Bags,SKU: B09NJM7NWM
250,250,B091YR9XXP,RIGHTCHOICE Stylish tuff Quality College School Casual Backpack Bags (Boys and Girls),Right Choice,0,0,0,399,3.6,490,73,,1,490,https://m.media-amazon.com/images/I/61x8sgBeG+L._AC_UL320_.jpg,Backpack,RIGHTCHOICE Stylish tuff Quality College School Casual Backpack Bags (Boys and Girls),SKU: B091YR9XXP
251,251,B07HN77YNZ,Military Tactical 29 Liter Backpack (Marpat ACV Digital Camo),F Gear,0,0,0,"1,304",3.8,106,59,,1,106,https://m.media-amazon.com/images/I/81BdFEfKQsL._AC_UL320_.jpg,Backpack,Military Tactical 29 Liter Backpack (Marpat ACV Digital Camo),SKU: B07HN77YNZ
252,252,B07XY5H6T7,"55 LTR Travel Backpack Daypack bag for Camping Hiking Trekking, Navy Blue, SHK014",TRAWOC,0,0,0,"1,141",4.2,"1,341",62,,1,"1,341",https://m.media-amazon.com/images/I/91955c7wmCL._AC_UL320_.jpg,Backpack,"55 LTR Travel Backpack Daypack bag for Camping Hiking Trekking, Navy Blue, SHK014",SKU: B07XY5H6T7
253,253,B09B264BV6,"Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Red, L (SNEAK19CBRED)",Safari,0,0,0,791,3.7,22,73,,1,22,https://m.media-amazon.com/images/I/61Xg3QV36-L._UX522_.jpg,Backpack,"Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Red, L (SNEAK19CBRED)",SKU: B09B264BV6
254,254,B09NSRPKFF,OOL BAGS Anti Theft Laptop Backpack Bag with USB Charging Port Water Repellent Casual Unisex Bag for School College Office Black Color (15.6 Inch),Generic,0,0,0,659,0.0,0,45,,1,"₹659
₹1,199 Save ₹540 (45%)",https://m.media-amazon.com/images/I/31v104QlAmL._AC_UL320_.jpg,Backpack,OOL BAGS Anti Theft Laptop Backpack Bag with USB Charging Port Water Repellent Casual Unisex Bag for School College Office Black Color (15.6 Inch),SKU: B09NSRPKFF
255,255,B08BZSLTP8,Preppy Style Fashion Waterproof Women Girls Backpack Korean Design Drawstring Chain travel College Office Bag Laptop Backpack,DIVING DEEP,0,0,0,299,3.6,943,50,,1,943,https://m.media-amazon.com/images/I/41cCchx00jL._AC_UL320_.jpg,Backpack,Preppy Style Fashion Waterproof Women Girls Backpack Korean Design Drawstring Chain travel College Office Bag Laptop Backpack,SKU: B08BZSLTP8
256,256,B08665GY1J,"Emprise Melange Blue, Black 23 Ltrs Backpack (3362)",F Gear,0,0,0,406,4.4,11,67,,0,11,https://m.media-amazon.com/images/I/8159INXCcKL._AC_UL320_.jpg,Backpack,"Emprise Melange Blue, Black 23 Ltrs Backpack (3362)",SKU: B08665GY1J
257,257,B09RKNNVFR,Large 37L Laptop Bag/Rucksack Backpack for Luggage Travel Bags for Men Women Boys and Girls with 17.3 inches Laptop Compartment & Rain Cover,Half Moon,0,0,0,729,0.0,0,75,,1,"₹729
₹2,899 Save ₹2,170 (75%)",https://m.media-amazon.com/images/I/71DPYv-vqLL._AC_UL320_.jpg,Backpack,Large 37L Laptop Bag/Rucksack Backpack for Luggage Travel Bags for Men Women Boys and Girls with 17.3 inches Laptop Compartment & Rain Cover,SKU: B09RKNNVFR
258,258,B07G4CYC74,Classic Anti Theft Faux Leather 20 Ltrs Tan Laptop Backpack (LBPCLSLTH1901),Gear,0,0,0,799,4.5,"1,152",60,,1,"1,152",https://m.media-amazon.com/images/I/91QgFqkAUIL._AC_UL320_.jpg,Backpack,Classic Anti Theft Faux Leather 20 Ltrs Tan Laptop Backpack (LBPCLSLTH1901),SKU: B07G4CYC74
259,259,B09PHRWM5L,25L Black Laptop Backpack,WILDER,0,0,0,309,0.0,0,76,,0,"₹309
₹1,299 Save ₹990 (76%)",https://m.media-amazon.com/images/I/812QFzHbDDL._UY679_.jpg,Backpack,25L Black Laptop Backpack,SKU: B09PHRWM5L
260,260,B09PHTTTS7,25L Grey Laptop Backpack,WILDER,0,0,0,309,0.0,0,76,,0,"₹309
₹1,299 Save ₹990 (76%)",https://m.media-amazon.com/images/I/81G6hEFeqkL._AC_UL320_.jpg,Backpack,25L Grey Laptop Backpack,SKU: B09PHTTTS7
261,261,B083G2PJ8C,20 Ltrs Blue School Backpack (MBE-WDP1580),Disney,0,0,0,765,5.0,4,23,,1,4,https://m.media-amazon.com/images/I/91+aPHCNpRL._SY679_.jpg,Backpack,20 Ltrs Blue School Backpack (MBE-WDP1580),SKU: B083G2PJ8C
262,262,B08FG7VT5R,PU Leather Teddy Keychain Women Backpack Girls Handbag,TYPIFY,0,0,0,359,4.0,200,79,,0,200,https://m.media-amazon.com/images/I/61Pp4UZHr3L._AC_UL320_.jpg,Backpack,PU Leather Teddy Keychain Women Backpack Girls Handbag,SKU: B08FG7VT5R
263,263,B0893ZCJ2F,Plaids 19 Maroon Backpack Collection,Genie,0,0,0,"1,086",4.3,66,53,,1,66,https://m.media-amazon.com/images/I/61AjjxlzHzS._UX522_.jpg,Backpack,Plaids 19 Maroon Backpack Collection,SKU: B0893ZCJ2F
264,264,B09M8XM37S,MITAL PARAGKUMAR Soni 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag,store,0,0,0,"29,999",0.0,0,14,,0,"₹29,999
₹34,999 Save ₹5,000 (14%)",https://m.media-amazon.com/images/I/51C5aRyru7L._AC_UL320_.jpg,Backpack,MITAL PARAGKUMAR Soni 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag,SKU: B09M8XM37S
265,265,B07NQ8LG83,Marvel Extra 03 35 Ltrs Blue Casual Backpack (Marvel Extra 03),Skybags,0,0,0,"1,799",4.3,637,57,,1,637,https://m.media-amazon.com/images/I/91voVO1eFuL._AC_UL320_.jpg,Backpack,Marvel Extra 03 35 Ltrs Blue Casual Backpack (Marvel Extra 03),SKU: B07NQ8LG83
266,266,B08VVV6PYN,Business 30L Casual Dual Compartment Water Resistant Laptop Backpack,URBAN WOLF,0,0,0,699,4.0,200,53,,1,200,https://m.media-amazon.com/images/I/81KmbCSodhL._AC_UL320_.jpg,Backpack,Business 30L Casual Dual Compartment Water Resistant Laptop Backpack,SKU: B08VVV6PYN
267,267,B09PGKSMGL,Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Waterproof Casual Unisex Bag for School College Office Suitable for Men Women,Diggy,0,0,0,499,4.2,3,69,,0,3,https://m.media-amazon.com/images/I/61AjjxlzHzS._UX522_.jpg,Backpack,Anti Theft Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Waterproof Casual Unisex Bag for School College Office Suitable for Men Women,SKU: B09PGKSMGL
268,268,B09FXBYZ1L,60 Litres Multicolor Air Mesh PRO Waterproof Rucksack Trekking Hiking Camping Outdoor Camps Luggage Bags Tour Travel Backpack with Rain Cover,Impulse,0,0,0,"1,299",0.0,0,76,,1,"₹1,299
₹5,500 Save ₹4,201 (76%)",https://m.media-amazon.com/images/I/81p4iSnUVgL._AC_UL320_.jpg,Backpack,60 Litres Multicolor Air Mesh PRO Waterproof Rucksack Trekking Hiking Camping Outdoor Camps Luggage Bags Tour Travel Backpack with Rain Cover,SKU: B09FXBYZ1L
269,269,B09DPJZVTZ,"Latest Backpack For Girls School Bag Boys Casual Daypack Stylish Printed Girl Backpacks With Laptop Sleeve Ideal for School College Traveling Office Kids Girls and Boys, Size:16 inch",TYNIMO,0,0,0,999,5.0,3,33,,1,3,https://m.media-amazon.com/images/I/81gMqsLihAL._AC_UL320_.jpg,Backpack,"Latest Backpack For Girls School Bag Boys Casual Daypack Stylish Printed Girl Backpacks With Laptop Sleeve Ideal for School College Traveling Office Kids Girls and Boys, Size:16 inch",SKU: B09DPJZVTZ
270,270,B0846LBSW4,Figo Plus 05 36 Ltrs Blue Casual Backpack,Skybags,0,0,0,"1,360",4.4,52,63,,1,52,https://m.media-amazon.com/images/I/A1gzAc4FrNL._AC_UL320_.jpg,Backpack,Figo Plus 05 36 Ltrs Blue Casual Backpack,SKU: B0846LBSW4
271,271,B097KGL2M5,"Workspace 18 Ltrs Hybrid Briefcase Laptop Backpack (Black-Red), One Size (BKPWRPHYD0101)",Gear,0,0,0,889,4.1,47,78,,1,47,https://m.media-amazon.com/images/I/81EN0NQ3unL._AC_UL320_.jpg,Backpack,"Workspace 18 Ltrs Hybrid Briefcase Laptop Backpack (Black-Red), One Size (BKPWRPHYD0101)",SKU: B097KGL2M5
272,272,B07CDD6YS2,Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,KILLER,0,0,0,"1,529",4.4,"9,231",52,,1,"9,231",https://m.media-amazon.com/images/I/81LWWec+irL._AC_UL320_.jpg,Backpack,Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,SKU: B07CDD6YS2
273,273,B07BZ675FP,44.2 Ltrs Navy Blue Laptop/Casual/School/College Backpack (Drawstring 20 CB NAV),Safari,0,0,0,"1,119",4.0,335,55,,1,335,https://m.media-amazon.com/images/I/61gRHJ5dTyL._AC_UL320_.jpg,Backpack,44.2 Ltrs Navy Blue Laptop/Casual/School/College Backpack (Drawstring 20 CB NAV),SKU: B07BZ675FP
274,274,B09KS1X5BX,Women's Girls Mini Cute Rabbit PU Backpack,Faisna,0,0,0,199,5.0,2,85,,1,2,https://m.media-amazon.com/images/I/61sEbyvftCL._UX522_.jpg,Backpack,Women's Girls Mini Cute Rabbit PU Backpack,SKU: B09KS1X5BX
275,275,B09CQ57Q6Q,Large 35 L Laptop Backpack Trendy Backpack With Rain Cover,LUGARE,0,0,0,625,4.5,12,65,,0,12,https://m.media-amazon.com/images/I/71zjpWBwxnS._AC_UL320_.jpg,Backpack,Large 35 L Laptop Backpack Trendy Backpack With Rain Cover,SKU: B09CQ57Q6Q
276,276,B08ZJ3NSL5,"Internal Frame Travel Backpack with Detachable Daypack / Camping Hiking Trekking Bag Rucksack BHK007, 1 Year Warranty",TRAWOC,0,0,0,"2,776",4.3,449,44,,1,449,https://m.media-amazon.com/images/I/91pSMfrD8HL._AC_UL320_.jpg,Backpack,"Internal Frame Travel Backpack with Detachable Daypack / Camping Hiking Trekking Bag Rucksack BHK007, 1 Year Warranty",SKU: B08ZJ3NSL5
277,277,B07SRGQ2R4,"Miami 13 Litres Rose Casual Backpack (14 inch, Water Resistant)",Genie,0,0,0,733,4.5,"1,311",59,,1,"1,311",https://m.media-amazon.com/images/I/71DPD4B-1nL._AC_UL320_.jpg,Backpack,"Miami 13 Litres Rose Casual Backpack (14 inch, Water Resistant)",SKU: B07SRGQ2R4
278,278,B07SSFGRLK,"Vacay 18 litres Jade Casual Backpack (Laptop,16 inch, Water Resistant)",Genie,0,0,0,759,4.5,263,37,,1,263,https://m.media-amazon.com/images/I/719ecO+EqcL._AC_UL320_.jpg,Backpack,"Vacay 18 litres Jade Casual Backpack (Laptop,16 inch, Water Resistant)",SKU: B07SSFGRLK
279,279,B08CKRMWCR,Zest 01 35 L Backpack (Green) Teal,Aristocrat,0,0,0,849,4.2,73,54,,1,73,https://m.media-amazon.com/images/I/61q+Z+dLDQL._UY550_.jpg,Backpack,Zest 01 35 L Backpack (Green) Teal,SKU: B08CKRMWCR
280,280,B09B27CYC4,"Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Black (SNAP19CBBLK)",Safari,0,0,0,"1,121",3.6,113,67,,1,113,https://m.media-amazon.com/images/I/61AKeWINawL._UX522_.jpg,Backpack,"Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Black (SNAP19CBBLK)",SKU: B09B27CYC4
281,281,B078MFYJ3M,Heavy Duty School Bag - Cosmus Norwich 33L waterproof Backpacks Bag With laptop compartment,COSMUS,0,0,0,982,4.2,250,45,,1,250,https://m.media-amazon.com/images/I/71PkPZBPJ5L._AC_UL320_.jpg,Backpack,Heavy Duty School Bag - Cosmus Norwich 33L waterproof Backpacks Bag With laptop compartment,SKU: B078MFYJ3M
282,282,B089WFYJPX,Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Batman),Blue Tree,0,0,0,261,3.9,168,63,,0,168,https://m.media-amazon.com/images/I/41lOV47iFtL._AC_UL320_.jpg,Backpack,Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Batman),SKU: B089WFYJPX
283,283,B09BF7QT3Q,Combo of 2- Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,FUR JADEN,0,0,0,498,3.2,14,75,,0,14,,Backpack,Combo of 2- Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,SKU: B09BF7QT3Q
284,284,B07N1CSG11,35 Ltrs 18.50 inchs Backpack (11911 Black_Black),Wildcraft,0,0,0,"1,278",4.1,355,15,,0,355,https://m.media-amazon.com/images/I/71S9yJotC0L._AC_UL320_.jpg,Backpack,35 Ltrs 18.50 inchs Backpack (11911 Black_Black),SKU: B07N1CSG11
285,285,B086SY5RYG,55 LTR Trekking Hiking Sports Travel Rucksack Backpack with Shoe Compartment for Outdoor Travel and Backpacking Weekend Trips (Black Grey),FUR JADEN,0,0,0,649,4.1,400,81,,1,400,https://m.media-amazon.com/images/I/71Ftk-y8MzL._AC_UL320_.jpg,Backpack,55 LTR Trekking Hiking Sports Travel Rucksack Backpack with Shoe Compartment for Outdoor Travel and Backpacking Weekend Trips (Black Grey),SKU: B086SY5RYG
286,286,B08D76WDTV,Compact Business Laptop Backpack India Ink (BUSCOMPACT052),Gear,0,0,0,599,4.3,810,67,,1,810,https://m.media-amazon.com/images/I/61cdOBlyAOL._AC_UL320_.jpg,Backpack,Compact Business Laptop Backpack India Ink (BUSCOMPACT052),SKU: B08D76WDTV
287,287,B07SMJD685,22 Ltrs Puma Black School Backpack (7662201),Puma,0,0,0,779,3.9,202,40,,1,202,https://m.media-amazon.com/images/I/91CP-KZP8NL._AC_UL320_.jpg,Backpack,22 Ltrs Puma Black School Backpack (7662201),SKU: B07SMJD685
288,288,B07FM4KQ1L,20.25 Ltrs Grey School Backpack (HD/LEAG07BP),HEAD,0,0,0,599,3.9,23,70,,1,23,https://m.media-amazon.com/images/I/61dttj2ybpL._AC_UL320_.jpg,Backpack,20.25 Ltrs Grey School Backpack (HD/LEAG07BP),SKU: B07FM4KQ1L
289,289,B0757MBSS6,21 Ltrs Black Grey Casual Backpack (MDBKPECO50104),Gear,0,0,0,388,3.8,"1,404",61,,0,"1,404",https://m.media-amazon.com/images/I/918DJfyv9rL._AC_UL320_.jpg,Backpack,21 Ltrs Black Grey Casual Backpack (MDBKPECO50104),SKU: B0757MBSS6
290,290,B09FQ3S2LG,60 Litres Keep Discovering Light Waterproof Rucksack Trekking Hiking Camping Outdoor Camps Luggage Bags Tour Travel Backpack with Rain Cover,Impulse,0,0,0,999,4.1,51,70,,1,51,https://m.media-amazon.com/images/I/71CXBhjZ6+L._AC_UL320_.jpg,Backpack,60 Litres Keep Discovering Light Waterproof Rucksack Trekking Hiking Camping Outdoor Camps Luggage Bags Tour Travel Backpack with Rain Cover,SKU: B09FQ3S2LG
291,291,B08LSQ77Y6,Girl's PU Travel Waterproof Anti Theft Backpack With Shoulder Strap,INOVERA (LABEL),0,0,0,"1,055",4.3,160,34,,1,160,https://m.media-amazon.com/images/I/71bI2D+5N0L._AC_UL320_.jpg,Backpack,Girl's PU Travel Waterproof Anti Theft Backpack With Shoulder Strap,SKU: B08LSQ77Y6
292,292,B08LBLHVXQ,Speckle 36 Ltrs (15.6 inch) Laptop Backpack/Bag for Men and Women,HARISSONS,0,0,0,"1,919",4.4,168,34,,0,168,https://m.media-amazon.com/images/I/41Z4OwRv2sL._AC_UL320_.jpg,Backpack,Speckle 36 Ltrs (15.6 inch) Laptop Backpack/Bag for Men and Women,SKU: B08LBLHVXQ
293,293,B071WMG6HC,24 Ltrs Black Laptop Backpack (7471401),Puma,0,0,0,749,4.1,143,50,,1,143,https://m.media-amazon.com/images/I/81M2a4qBJGL._AC_UL320_.jpg,Backpack,24 Ltrs Black Laptop Backpack (7471401),SKU: B071WMG6HC
294,294,B084Q4N84P,Walt Laptop Backpack Business Office College Travel Bags for Men Fits Up to 15 inch Laptop Notebook - Black,POLICE,0,0,0,"1,699",4.2,291,62,,1,291,https://m.media-amazon.com/images/I/71T1Q1PW9XL._AC_UL320_.jpg,Backpack,Walt Laptop Backpack Business Office College Travel Bags for Men Fits Up to 15 inch Laptop Notebook - Black,SKU: B084Q4N84P
295,295,B08VJ2XS4C,"Aztech Black 30 L Water Resistant college,School Bag/Backpack For Boys And Girls",STRABO,0,0,0,749,3.6,6,25,,1,6,https://m.media-amazon.com/images/I/51SU1Ub9nlL._AC_UL320_.jpg,Backpack,"Aztech Black 30 L Water Resistant college,School Bag/Backpack For Boys And Girls",SKU: B08VJ2XS4C
296,296,B07R6X4NSR,The Baby Co. Diaper Bag Backpack Baby Bag Multifunction Maternity Travel Changing Pack – Water Resistant Nappy Tote (TBC-HM-7C),The Baby Co.,0,0,0,749,4.4,68,67,"Sunday, February 20",1,68,https://m.media-amazon.com/images/I/71jwaMty9RL._AC_UL320_.jpg,Backpack,The Baby Co. Diaper Bag Backpack Baby Bag Multifunction Maternity Travel Changing Pack – Water Resistant Nappy Tote (TBC-HM-7C),SKU: B07R6X4NSR
297,297,B07S794KM9,"Casual Backpack, Black & Grey",Sirius,0,0,0,499,0.0,0,69,,0,"₹499
₹1,599 Save ₹1,100 (69%)",,Backpack,"Casual Backpack, Black & Grey",SKU: B07S794KM9
298,298,B09B25Z8M2,"Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",Safari,0,0,0,829,4.0,189,71,,1,189,https://m.media-amazon.com/images/I/61xpAsIGqwL._UX522_.jpg,Backpack,"Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",SKU: B09B25Z8M2
299,299,B088B4LZ1C,15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Red),Martucci,0,0,0,569,4.1,"2,258",68,,1,"2,258",https://m.media-amazon.com/images/I/717QCh1pLpL._AC_UL320_.jpg,Backpack,15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Red),SKU: B088B4LZ1C
300,300,B09RHB26K1,Backpack for Women and Girls | Women Latest Trendy Backpack,Pagwin,0,0,0,399,0.0,0,60,,1,"₹399
₹999 Save ₹600 (60%)",https://m.media-amazon.com/images/I/41sGHXh7j1L._AC_UL320_.jpg,Backpack,Backpack for Women and Girls | Women Latest Trendy Backpack,SKU: B09RHB26K1
301,301,B07D6NXR2Q,"Amaze 30 L College/ Casual/ Office/ Travel Backpack with 15.6"" laptop compartment, made with polyester, 1 year warranty",POLESTAR,0,0,0,658,4.0,"5,107",49,,0,"5,107",https://m.media-amazon.com/images/I/91ZGFbXbExL._AC_UL320_.jpg,Backpack,"Amaze 30 L College/ Casual/ Office/ Travel Backpack with 15.6"" laptop compartment, made with polyester, 1 year warranty",SKU: B07D6NXR2Q
302,302,B0847NMHLG,"65 L Travel Backpack for Hiking Trekking Bag Camping Rucksack with Rain Cover / Shoe Compartment MHK002, 1 Year Warranty",TRAWOC,0,0,0,"1,564",4.4,806,48,,1,806,https://m.media-amazon.com/images/I/71++O7wGgoL._AC_UL320_.jpg,Backpack,"65 L Travel Backpack for Hiking Trekking Bag Camping Rucksack with Rain Cover / Shoe Compartment MHK002, 1 Year Warranty",SKU: B0847NMHLG
303,303,B09NNG1P81,2021 New Flower Embroidered Artistic National Style Oxford Large Capacity Women's Bag Generation Backpack,IRMAO,0,0,0,479,3.6,58,52,,1,58,https://m.media-amazon.com/images/I/61hre5NAPiL._AC_UL320_.jpg,Backpack,2021 New Flower Embroidered Artistic National Style Oxford Large Capacity Women's Bag Generation Backpack,SKU: B09NNG1P81
304,304,B07P9JFYZ5,Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Year Age,Frantic,0,0,0,278,4.0,"3,407",54,,0,"3,407",https://m.media-amazon.com/images/I/61TEPAqtZ6L._AC_UL320_.jpg,Backpack,Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Year Age,SKU: B07P9JFYZ5
305,305,B07N68449T,25 Ltrs Red Laptop Backpack (GH6 (0) 20 001),American Tourister,0,0,0,"1,849",0.0,0,38,,1,"₹1,849
₹3,000 Save ₹1,151 (38%)",https://m.media-amazon.com/images/I/71HLq4cXsyL._SY450_.jpg,Backpack,25 Ltrs Red Laptop Backpack (GH6 (0) 20 001),SKU: B07N68449T
